Date,Team,Acquired,Relinquished,Notes
3/27/2018,Rockets,,Luc Mbah a Moute,placed on IL with sore left knee
3/27/2018,Rockets,Chris Paul,,returned to lineup
3/27/2018,Rockets,Ryan Anderson,,activated from IL
3/27/2018,Blazers,,Moe Harkless,surgery on left knee (out indefinitely)
3/27/2018,Blazers,,Moe Harkless,placed on IL recovering from surgery on left knee
3/27/2018,Warriors,,Chris Boucher,sprained left ankle (DTD)
3/28/2018,76ers,,Amir Johnson,illness (DTD)
3/28/2018,76ers,,Justin Anderson,sore right ankle (DTD)
3/28/2018,Cavaliers,,Kevin Love,concussion (out indefinitely)
3/28/2018,Cavaliers,Cedi Osman,,activated from IL
3/28/2018,Celtics,,Al Horford,ankle injury (DTD)
3/28/2018,Celtics,,Marcus Morris,sprained right ankle (DTD)
3/28/2018,Clippers,,Milos Teodosic,plantar fascia in left foot (out for season)
3/28/2018,Grizzlies,,Andrew Harrison,right wrist injury (out for season)
3/28/2018,Knicks,,Courtney Lee,left foot injury (DTD)
3/28/2018,Knicks,Damyean Dotson,,returned to lineup
3/28/2018,Knicks,Emmanuel Mudiay,,returned to lineup
3/28/2018,Lakers,,Isaiah Thomas,surgery on right hip (out for season)
3/28/2018,Lakers,Brandon Ingram,,activated from IL
3/28/2018,Magic,,Wes Iwundu,illness (DTD)
3/28/2018,Mavericks,,Salah Mejri,bruised right knee (DTD)
3/28/2018,Mavericks,Dwight Powell,,returned to lineup
3/28/2018,Mavericks,Nerlens Noel,,returned to lineup
3/28/2018,Nets,,Isaiah Whitehead,sprained right wrist (out for season)
3/28/2018,Suns,,Alex Len,sprained left ankle (DTD)
3/28/2018,Suns,,Elfrid Payton,left knee injury (out for season)
3/29/2018,76ers,,Joel Embiid,fractured left orbital bone (out indefinitely)
3/29/2018,Bulls,,Cristiano Felicio,sore lower back (DTD)
3/29/2018,Bulls,,Cristiano Felicio,placed on IL with sore lower back
3/29/2018,Bulls,,Lauri Markkanen,rest (DTD)
3/29/2018,Heat,,Derrick Jones Jr.,placed on IL
3/29/2018,Heat,,Luke Babbitt,placed on IL
3/29/2018,Heat,Bam Adebayo,,activated from IL
3/29/2018,Heat,Hassan Whiteside,,activated from IL
3/29/2018,Pacers,Alex Poythress,,activated from IL
3/29/2018,Pistons,,Blake Griffin,placed on IL with bruised right ankle (out for season)
3/29/2018,Pistons,Jameer Nelson,,activated from IL
3/29/2018,Warriors,Draymond Green,,returned to lineup
3/29/2018,Warriors,Draymond Green,,activated from IL
3/29/2018,Warriors,Kevin Durant,,activated from IL
3/29/2018,Pacers,Trevor Booker,,activated from IL
3/29/2018,Pacers,,Trevor Booker,placed on IL
3/30/2018,76ers,,Demetrius Jackson,placed on IL
3/30/2018,76ers,,Joel Embiid,placed on IL with fractured left orbital bone / concussion
3/30/2018,76ers,Amir Johnson,,returned to lineup
3/30/2018,76ers,Amir Johnson,,activated from IL
3/30/2018,76ers,Justin Anderson,,activated from IL
3/30/2018,Blazers,,Giorgios Papagiannis ,placed on IL
3/30/2018,Blazers,Damian Lillard,,activated from IL
3/30/2018,Bucks,,John Henson,right index finger injury (DTD)
3/30/2018,Bucks,,John Henson,placed on IL with sprained right finger
3/30/2018,Bucks,Xavier Munford,,activated from IL
3/30/2018,Bulls,Cristiano Felicio,,activated from IL
3/30/2018,Bulls,Lauri Markkanen,,returned to lineup
3/30/2018,Cavaliers,,London Perrantes,placed on IL
3/30/2018,Cavaliers,Kevin Love,,returned to lineup
3/30/2018,Cavaliers,Kevin Love,,activated from IL
3/30/2018,Clippers,,Jawun Evans,abdominal injury / sports hernia / athletic pubalgia (out for season)
3/30/2018,Clippers,Danilo Gallinari,,activated from IL
3/30/2018,Grizzlies,,Andrew Harrison,placed on IL with right wrist injury (out for season)
3/30/2018,Grizzlies,,Chandler Parsons,rest (DTD)
3/30/2018,Grizzlies,Ivan Rabb,,activated from IL
3/30/2018,Jazz,,Ricky Rubio,hamstring injury (DTD)
3/30/2018,Jazz,,Ricky Rubio,sore left hamstring (DTD)
3/30/2018,Lakers,,Lonzo Ball,bruised left knee (out for season)
3/30/2018,Lakers,,Thomas Bryant,placed on IL
3/30/2018,Lakers,,Travis Wear,placed on IL
3/30/2018,Lakers,Josh Hart,,activated from IL
3/30/2018,Magic,Jonathan Isaac,,returned to lineup
3/30/2018,Pelicans,Rajon Rondo,,returned to lineup
3/30/2018,Rockets,,Chris Paul,sore left hip / rest (DTD)
3/30/2018,Rockets,,Eric Gordon,sore left / right knee (DTD)
3/30/2018,Rockets,,Nene Hilario ,placed on IL with sore lower back
3/30/2018,Rockets,,R.J. Hunter,placed on IL
3/30/2018,Rockets,,Qi Zhou,placed on IL
3/30/2018,Rockets,Clint Capela,,returned to lineup
3/30/2018,Rockets,James Harden,,activated from IL
3/30/2018,Rockets,Luc Mbah a Moute,,activated from IL
3/30/2018,Suns,,Jared Dudley,sore left ankle (DTD)
3/30/2018,Warriors,,Andre Iguodala,sore left knee (DTD)
3/31/2018,76ers,,Joel Embiid,surgery to repair fractured left orbital bone (out indefinitely)
3/31/2018,Celtics,,Shane Larkin,placed on IL with illness
3/31/2018,Celtics,Al Horford,,returned to lineup
3/31/2018,Celtics,Marcus Morris,,returned to lineup
3/31/2018,Celtics,Marcus Morris,,activated from IL
3/31/2018,Hornets,,Jeremy Lamb,sore left foot (DTD)
3/31/2018,Kings,Jack Cooley,,activated from IL
3/31/2018,Knicks,,Enes Kanter,placed on IL with sore lower back (out for season)
3/31/2018,Knicks,,Frank Ntilikina,illness (DTD)
3/31/2018,Knicks,Kyle O'Quinn,,activated from IL
3/31/2018,Warriors,,Andre Iguodala,placed on IL with sore left knee
3/31/2018,Warriors,Chris Boucher,,returned to lineup
3/31/2018,Wizards,John Wall ,,activated from IL
4/1/2018,76ers,,Dario Saric,placed on IL with sore right elbow
4/1/2018,76ers,Demetrius Jackson,,activated from IL
4/1/2018,76ers,Justin Anderson,,returned to lineup
4/1/2018,Blazers,,Ed Davis ,placed on IL with right ankle injury
4/1/2018,Blazers,Giorgios Papagiannis ,,activated from IL
4/1/2018,Bucks,,Xavier Munford,placed on IL
4/1/2018,Bucks,John Henson,,activated from IL
4/1/2018,Cavaliers,,George Hill,placed on IL with sprained left ankle
4/1/2018,Cavaliers,London Perrantes,,activated from IL
4/1/2018,Grizzlies,,JaMychal Green,sore left knee (out for season)
4/1/2018,Grizzlies,,MarShon Brooks,left ankle injury (DTD)
4/1/2018,Hawks,,Dennis Schroder,placed on IL with sprained left ankle (out for season)
4/1/2018,Hawks,DeAndre Bembry,,activated from IL
4/1/2018,Hornets,,Dwayne Bacon,sprained right ankle (out for season)
4/1/2018,Hornets,,Treveon Graham,placed on IL with concussion (out for season)
4/1/2018,Hornets,Jeremy Lamb,,returned to lineup
4/1/2018,Jazz,Ricky Rubio,,returned to lineup
4/1/2018,Lakers,,Brandon Ingram,placed on IL with concussion (out for season)
4/1/2018,Lakers,Travis Wear,,activated from IL
4/1/2018,Magic,Wes Iwundu,,returned to lineup
4/1/2018,Mavericks,,Jalen Jones,placed on IL
4/1/2018,Mavericks,Salah Mejri,,activated from IL
4/1/2018,Nuggets,,Wilson Chandler,placed on IL with fractured nose
4/1/2018,Nuggets,Kenneth Faried,,activated from IL
4/1/2018,Pacers,,Alex Poythress,placed on IL
4/1/2018,Pacers,Trevor Booker,,activated from IL
4/1/2018,Pistons,,James Ennis,bruised right hand (DTD)
4/1/2018,Rockets,,Chris Paul,sore left leg (DTD)
4/1/2018,Rockets,Eric Gordon,,returned to lineup
4/1/2018,Timberwolves,,Jeff Teague,knee injury (DTD)
4/1/2018,Timberwolves,Cole Aldrich,,activated from IL
4/1/2018,Timberwolves,Derrick Rose,,activated from IL
4/1/2018,Warriors,,Patrick McCaw,placed on IL with bruised lumbar spine
4/1/2018,Warriors,Klay Thompson,,activated from IL
4/1/2018,Wizards,,John Wall ,rest (DTD)
4/1/2018,Cavaliers,,Kyle Korver,sore right foot (DTD)
4/2/2018,Knicks,,Troy Williams,fractured jaw (out for season)
4/3/2018,76ers,Amir Johnson,,activated from IL
4/3/2018,Bucks,Thon Maker,,activated from IL
4/3/2018,Bulls,,Denzel Valentine,placed on IL recovering from surgery on left knee (out for season)
4/3/2018,Bulls,,Denzel Valentine,surgery on left knee (out for season)
4/3/2018,Cavaliers,,London Perrantes,placed on IL
4/3/2018,Cavaliers,Kyle Korver,,returned to lineup
4/3/2018,Cavaliers,Kyle Korver,,activated from IL
4/3/2018,Celtics,,Terry Rozier,placed on IL with sprained left ankle / sprained left knee
4/3/2018,Clippers,,Danilo Gallinari,sore right hand (out for season)
4/3/2018,Clippers,,Jawun Evans,placed on IL with abdominal injury / sports hernia / athletic pubalgia (out for season)
4/3/2018,Grizzlies,,Wayne Selden Jr.,sore right knee (out for season)
4/3/2018,Hawks,,Dewayne Dedmon,sore ribs (DTD)
4/3/2018,Hawks,Antonius Cleveland,,activated from IL
4/3/2018,Kings,,Skal Labissiere,sprained left ankle (out for season)
4/3/2018,Knicks,,Michael Beasley,placed on IL with illness
4/3/2018,Knicks,,Troy Williams,placed on IL with fractured jaw (out for season)
4/3/2018,Knicks,Courtney Lee,,returned to lineup
4/3/2018,Knicks,Courtney Lee,,activated from IL
4/3/2018,Knicks,Frank Ntilikina,,returned to lineup
4/3/2018,Magic,,Jonathan Isaac,sprained left ankle (out for season)
4/3/2018,Mavericks,,Dorian Finney-Smith,placed on IL for rest
4/3/2018,Mavericks,Salah Mejri,,returned to lineup
4/3/2018,Nets,,Allen Crabbe,placed on IL with illness
4/3/2018,Nets,,Isaiah Whitehead,surgery on right wrist (out for season)
4/3/2018,Nets,Milton Doyle,,activated from IL
4/3/2018,Nuggets,,Kenneth Faried,placed on IL
4/3/2018,Nuggets,Wilson Chandler,,activated from IL
4/3/2018,Rockets,,Trevor Ariza,rest (DTD)
4/3/2018,Rockets,Chris Paul,,returned to lineup
4/3/2018,Rockets,Luc Mbah a Moute,,activated from IL
4/3/2018,Rockets,Nene Hilario ,,activated from IL
4/3/2018,Suns,Alex Len,,returned to lineup
4/3/2018,Suns,Alex Len,,activated from IL
4/3/2018,Warriors,,Kevon Looney,placed on IL with flu
4/4/2018,Celtics,Terry Rozier,,activated from IL
4/4/2018,Grizzlies,,Wayne Selden Jr.,placed on IL with sore right knee (out for season)
4/4/2018,Grizzlies,MarShon Brooks,,returned to lineup
4/4/2018,Grizzlies,Myke Henry,,activated from IL
4/4/2018,Hawks,,DeAndre Bembry,placed on IL with strained abdominal
4/4/2018,Hawks,Dewayne Dedmon,,returned to lineup
4/4/2018,Heat,,Dwyane Wade,placed on IL with left wrist injury
4/4/2018,Heat,,Goran Dragic,placed on IL with sprained right ankle
4/4/2018,Heat,,James Johnson,placed on IL with sprained left ankle
4/4/2018,Heat,Derrick Jones Jr.,,activated from IL
4/4/2018,Heat,Derrick Walton Jr.,,activated from IL
4/4/2018,Heat,Luke Babbitt,,activated from IL
4/4/2018,Lakers,,Lonzo Ball,placed on IL with bruised left knee (out for season)
4/4/2018,Mavericks,,Dennis Smith Jr.,placed on IL with sore left knee
4/4/2018,Mavericks,,Dirk Nowitzki,placed on IL with left ankle injury (out for season)
4/4/2018,Mavericks,,Dwight Powell,placed on IL with bursitis in left knee
4/4/2018,Mavericks,,Harrison Barnes,placed on IL for rest
4/4/2018,Mavericks,Dorian Finney-Smith,,activated from IL
4/4/2018,Mavericks,Jalen Jones,,activated from IL
4/4/2018,Nets,,DeMarre Carroll,strained left hip (out for season)
4/4/2018,Pistons,James Ennis,,returned to lineup
4/4/2018,Rockets,,Ryan Anderson,sprained left ankle (DTD)
4/4/2018,Spurs,,Manu Ginobili,placed on IL for rest
4/4/2018,Grizzlies,Chandler Parsons,,returned to lineup
4/4/2018,Grizzlies,,Chandler Parsons,placed on IL for knee injury (out for season)
4/5/2018,Blazers,,Damian Lillard,placed on IL with sprained left ankle
4/5/2018,Cavaliers,,Jose Calderon,placed on IL with sore left hamstring
4/5/2018,Cavaliers,London Perrantes,,activated from IL
4/5/2018,Cavaliers,Tyronn Lue,,returned as head coach
4/5/2018,Celtics,,Kyrie Irving,surgery on left knee to remove 2 screws (out for season) (date approximate)
4/5/2018,Grizzlies,,Jarell Martin,left ankle injury (out for season)
4/5/2018,Mavericks,,Dirk Nowitzki,surgery on left ankle to remove loose debris (out for season)
4/5/2018,Nets,,Dante Cunningham,back injury (DTD)
4/5/2018,Nets,,DeMarre Carroll,placed on IL with strained left hip (out for season)
4/5/2018,Nets,,Jahlil Okafor,placed on IL with sprained right ankle
4/5/2018,Nets,Allen Crabbe,,activated from IL
4/5/2018,Nets,James Webb III,,activated from IL
4/5/2018,Rockets,,Eric Gordon,placed on IL with sore left ankle / foot
4/5/2018,Rockets,,Ryan Anderson,placed on IL with sprained left ankle
4/5/2018,Rockets,R.J. Hunter,,activated from IL
4/5/2018,Rockets,Trevor Ariza,,returned to lineup
4/5/2018,Rockets,Qi Zhou,,activated from IL
4/5/2018,Suns,,Alan Williams,sore right knee (out for season)
4/5/2018,Timberwolves,,Justin Patton,placed on IL with illness (out for season)
4/5/2018,Timberwolves,Derrick Rose,,activated from IL
4/5/2018,Timberwolves,Jeff Teague,,returned to lineup
4/5/2018,Warriors,Kevon Looney,,activated from IL
4/6/2018,76ers,,Demetrius Jackson,placed on IL
4/6/2018,76ers,Dario Saric,,activated from IL
4/6/2018,Bulls,,Noah Vonleh,placed on IL with strained left calf (out for season)
4/6/2018,Celtics,,Al Horford,placed on IL for rest
4/6/2018,Celtics,,Jayson Tatum,placed on IL for rest
4/6/2018,Celtics,Shane Larkin,,activated from IL
4/6/2018,Grizzlies,,Marc Gasol,DTD
4/6/2018,Hawks,,Josh Magette,placed on IL
4/6/2018,Hawks,,Tyler Cavanaugh,placed on IL
4/6/2018,Hawks,DeAndre Bembry,,activated from IL
4/6/2018,Heat,,Derrick Jones Jr.,placed on IL
4/6/2018,Heat,,Derrick Walton Jr.,placed on IL
4/6/2018,Heat,,Jordan Mickey,placed on IL
4/6/2018,Heat,Dwyane Wade,,activated from IL
4/6/2018,Heat,Goran Dragic,,activated from IL
4/6/2018,Heat,James Johnson,,activated from IL
4/6/2018,Hornets,Marcus Paige,,activated from IL
4/6/2018,Kings,,Skal Labissiere,placed on IL with sprained left ankle (out for season)
4/6/2018,Knicks,,Lance Thomas,placed on IL with illness
4/6/2018,Knicks,Michael Beasley,,activated from IL
4/6/2018,Lakers,Gary Payton II,,activated from IL
4/6/2018,Lakers,Thomas Bryant,,activated from IL
4/6/2018,Magic,,Aaron Gordon,sore right calf (DTD)
4/6/2018,Magic,,Nikola Vucevic,tightness in lower back (DTD)
4/6/2018,Mavericks,,Jose Barea ,placed on IL with strained left oblique (out for season)
4/6/2018,Mavericks,,Salah Mejri,rest / knee injury (out for season)
4/6/2018,Mavericks,Dennis Smith Jr.,,activated from IL
4/6/2018,Mavericks,Dwight Powell,,activated from IL
4/6/2018,Mavericks,Harrison Barnes,,activated from IL
4/6/2018,Pelicans,,Ian Clark,sprained right ankle (DTD)
4/6/2018,Pistons,,Reggie Bullock,placed on IL with swollen left knee (out for season)
4/6/2018,Pistons,Reggie Hearn,,activated from IL
4/6/2018,Suns,,Troy Daniels,sprained right ankle (DTD)
4/6/2018,Suns,Jared Dudley,,returned to lineup
4/6/2018,Timberwolves,,Amile Jefferson,placed on IL
4/6/2018,Timberwolves,,Anthony Brown,placed on IL
4/6/2018,Timberwolves,Cole Aldrich,,activated from IL
4/6/2018,Timberwolves,Jimmy Butler,,activated from IL
4/6/2018,Wizards,,Ian Mahinmi,concussion (DTD)
4/6/2018,Wizards,,John Wall ,placed on IL for rest
4/6/2018,Wizards,Devin Robinson,,activated from IL
4/7/2018,Blazers,Damian Lillard,,activated from IL
4/7/2018,Bucks,,Giannis Antetokounmpo,placed on IL with sore right ankle
4/7/2018,Bucks,,Shabazz Muhammad,sprained right ankle (DTD)
4/7/2018,Bucks,Thon Maker,,activated from IL
4/7/2018,Bucks,Xavier Munford,,activated from IL
4/7/2018,Knicks,,Emmanuel Mudiay,placed on IL with concussion (out for season)
4/7/2018,Knicks,,Tim Hardaway Jr.,sprained left ankle (out for season)
4/7/2018,Knicks,Lance Thomas,,activated from IL
4/7/2018,Nets,Dante Cunningham,,returned to lineup
4/7/2018,Nets,Jahlil Okafor,,activated from IL
4/7/2018,Rockets,,Tarik Black,sore lower back (DTD)
4/7/2018,Spurs,Manu Ginobili,,activated from IL
4/7/2018,Warriors,,Shaun Livingston,placed on IL with sore right foot / knee
4/7/2018,Warriors,Andre Iguodala,,activated from IL
4/7/2018,Warriors,Kevon Looney,,activated from IL
4/7/2018,Warriors,Omri Casspi,,activated from IL
4/8/2018,Celtics,,Guerschon Yabusele,placed on IL with sore left knee
4/8/2018,Celtics,,Marcus Morris,placed on IL for rest
4/8/2018,Celtics,Al Horford,,activated from IL
4/8/2018,Celtics,Jayson Tatum,,activated from IL
4/8/2018,Grizzlies,Marc Gasol,,returned to lineup
4/8/2018,Jazz,Raul Neto,,activated from IL
4/8/2018,Lakers,,Kyle Kuzma,placed on IL with sprained left ankle (out for season)
4/8/2018,Magic,,Jonathan Isaac,placed on IL with sprained left ankle (out for season)
4/8/2018,Magic,Aaron Gordon,,returned to lineup
4/8/2018,Magic,Nikola Vucevic,,returned to lineup
4/8/2018,Magic,Terrence Ross,,activated from IL
4/8/2018,Raptors,,Jonas Valanciunas,placed on IL for rest
4/8/2018,Raptors,,Lorenzo Brown,placed on IL
4/8/2018,Suns,,Alan Williams,placed on IL with sore right knee (out for season)
4/8/2018,Suns,,Josh Jackson,bruised right quadriceps (out for season)
4/8/2018,Suns,,Marquese Chriss,placed on IL with sore left hip (out for season)
4/8/2018,Suns,Troy Daniels,,returned to lineup
4/8/2018,Warriors,,Andre Iguodala,placed on IL with sore left knee
4/8/2018,Warriors,Shaun Livingston,,activated from IL
4/9/2018,Blazers,,Giorgios Papagiannis ,placed on IL
4/9/2018,Blazers,Ed Davis ,,activated from IL
4/9/2018,Bucks,,Marshall Plumlee,placed on IL (out for season)
4/9/2018,Bucks,,Xavier Munford,placed on IL
4/9/2018,Bucks,Malcolm Brogdon,,activated from IL
4/9/2018,Bucks,Shabazz Muhammad,,returned to lineup
4/9/2018,Cavaliers,,London Perrantes,placed on IL
4/9/2018,Cavaliers,,Okaro White,placed on IL
4/9/2018,Cavaliers,,Rodney Hood,placed on IL with sore left Achilles
4/9/2018,Cavaliers,George Hill,,activated from IL
4/9/2018,Cavaliers,Jose Calderon,,activated from IL
4/9/2018,Clippers,,Austin Rivers,sore right elbow (out for season)
4/9/2018,Clippers,,Lou Williams,sprained right ankle (out for season)
4/9/2018,Grizzlies,,Marc Gasol,placed on IL for rest (out for season)
4/9/2018,Hawks,,Malcolm Delaney,arthroscopic surgery on left ankle (out for season)
4/9/2018,Heat,,Luke Babbitt,placed on IL
4/9/2018,Heat,Derrick Jones Jr.,,activated from IL
4/9/2018,Kings,,Frank Mason,partially torn plantar fascia in left foot (out for season)
4/9/2018,Nets,,Caris LeVert,placed on IL with right foot injury
4/9/2018,Nets,,Joe Harris,sprained left ankle (out for season)
4/9/2018,Nuggets,,Juan Hernangomez,placed on IL
4/9/2018,Nuggets,Gary Harris,,activated from IL
4/9/2018,Pelicans,Ian Clark,,returned to lineup
4/9/2018,Pistons,,Andre Drummond,placed on IL with sore Achilles (out for season)
4/9/2018,Raptors,,Fred VanVleet,placed on IL with tightness in lower back
4/9/2018,Raptors,,Lucas Nogueira,placed on IL with tightness in left hamstring
4/9/2018,Raptors,,Serge Ibaka,placed on IL for rest
4/9/2018,Raptors,Alfonzo McKinnie,,activated from IL
4/9/2018,Raptors,Jonas Valanciunas,,activated from IL
4/9/2018,Raptors,Lorenzo Brown,,activated from IL
4/10/2018,Celtics,Marcus Morris,,activated from IL
4/10/2018,Jazz,,David Stockton,placed on IL
4/10/2018,Mavericks,,Dennis Smith Jr.,placed on IL with sore left knee (out for season)
4/10/2018,Mavericks,,Doug McDermott,elbow injury (out for season)
4/10/2018,Mavericks,,Harrison Barnes,placed on IL for rest
4/10/2018,Pacers,,Bojan Bogdanovic,placed on IL for rest
4/10/2018,Pacers,,Ike Anigbogu,placed on IL
4/10/2018,Pacers,,Thaddeus Young,placed on IL for rest
4/10/2018,Pacers,,Victor Oladipo,placed on IL with sore right foot
4/10/2018,Pacers,Alex Poythress,,activated from IL
4/10/2018,Pacers,Edmond Sumner,,activated from IL
4/10/2018,Rockets,,Luc Mbah a Moute,dislocated right shoulder (DTD)
4/10/2018,Rockets,,R.J. Hunter,placed on IL
4/10/2018,Rockets,Eric Gordon,,activated from IL
4/10/2018,Suns,,Troy Daniels,sprained right ankle (DTD)
4/10/2018,Thunder,,Alex Abrines,concussion (DTD)
4/10/2018,Wizards,,Devin Robinson,placed on IL
4/10/2018,Wizards,Ian Mahinmi,,activated from IL
4/10/2018,Wizards,Ian Mahinmi,,returned to lineup
4/10/2018,Wizards,John Wall ,,activated from IL
4/11/2018,76ers,,J.J. Redick,tightness in lower back (DTD)
4/11/2018,Bucks,,D.J. Wilson,placed on IL
4/11/2018,Bucks,,Shabazz Muhammad,placed on IL with sprained right ankle
4/11/2018,Bucks,Giannis Antetokounmpo,,activated from IL
4/11/2018,Bucks,Matthew Dellavedova,,activated from IL
