PLAYER,TEAM,GP,W,L,MIN,DIST. FEET,DIST. MILES,DIST. MILES OFF,DIST. MILES DEF,AVG SPEED,AVG SPEED OFF,AVG SPEED DEF,Ano
Derrick Favors,NOP,50,24,26,1211,474823,89.9,47.7,42.2,4.19,4.56,3.83,2019
Deonte Burton,OKC,39,22,17,357,136002,25.8,13.3,12.4,4.14,4.38,3.88,2019
Denzel Valentine,CHI,36,12,24,488,192929,36.5,19.8,16.8,4.24,4.59,3.92,2019
Dennis Smith Jr.,NYK,34,7,27,537,218071,41.3,22.5,18.8,4.32,4.7,3.94,2019
Dennis Schroder,OKC,65,40,25,1999,789019,149.4,78.3,71.1,4.12,4.31,3.92,2019
Delon Wright,DAL,72,41,31,1545,631703,119.6,66.3,53.3,4.4,4.75,4.03,2019
Dejounte Murray,SAS,65,28,37,1656,722203,136.8,75.2,61.6,4.68,5.14,4.22,2019
Deandre Ayton,PHX,38,20,18,1236,463879,87.9,46.5,41.3,3.98,4.26,3.69,2019
Dean Wade,CLE,12,1,11,71,30174,5.7,3.1,2.6,4.43,4.84,4.02,2019
DeMarre Carroll,HOU,24,10,14,290,110055,20.8,10.7,10.1,4.09,4.48,3.75,2019
DeMar DeRozan,SAS,67,30,37,2282,880225,166.7,93.3,73.4,4.11,4.57,3.65,2019
DeAndre' Bembry,ATL,43,10,33,915,374703,71,36.6,34.4,4.3,4.49,4.12,2019
DeAndre Jordan,BKN,56,27,29,1234,415888,78.8,42.6,36.1,3.62,3.92,3.32,2019
De'Anthony Melton,MEM,60,27,33,1167,475299,90,48.1,41.9,4.28,4.6,3.97,2019
De'Andre Hunter,ATL,63,19,44,2018,817220,154.8,83.4,71.4,4.29,4.65,3.93,2019
De'Aaron Fox,SAC,50,20,30,1604,641613,121.5,65.2,56.4,4.23,4.61,3.86,2019
Davis Bertans,WAS,54,20,34,1583,624380,118.3,66,52.3,4.3,4.99,3.67,2019
David Nwaba,HOU,20,8,12,268,103788,19.7,10.1,9.6,4.33,4.65,4.04,2019
Daryl Macon,MIA,4,4,0,14,5375,1,0.5,0.5,4.26,4.6,3.97,2019
Darius Garland,CLE,59,17,42,1824,715144,135.4,76.4,59.1,4.18,4.53,3.82,2019
Darius Bazley,OKC,61,36,25,1129,438147,83,43.5,39.5,4.19,4.44,3.95,2019
Dario Saric,PHX,65,32,33,1594,649342,123,66.9,56.1,4.34,4.71,3.97,2019
Danuel House Jr.,HOU,63,40,23,1913,757282,143.4,71.9,71.5,4.23,4.41,4.06,2019
Dante Exum,CLE,35,10,25,486,198837,37.7,20.2,17.5,4.36,4.62,4.09,2019
Danny Green,LAL,68,51,17,1687,714541,135.3,71.5,63.8,4.52,4.82,4.23,2019
Danilo Gallinari,OKC,62,37,25,1834,676051,128,72.1,55.9,3.9,4.33,3.47,2019
Daniel Theis,BOS,65,42,23,1566,597667,113.2,58.4,54.8,4.07,4.27,3.88,2019
Daniel Gafford,CHI,43,15,28,609,247218,46.8,24.2,22.6,4.32,4.48,4.16,2019
Damyean Dotson,NYK,48,14,34,836,322609,61.1,32.7,28.4,4.14,4.44,3.83,2019
Damion Lee,GSW,49,12,37,1423,619200,117.3,64.1,53.1,4.61,5.14,4.1,2019
Damian Lillard,POR,65,32,33,2436,919405,174.1,98.3,75.8,4.01,4.42,3.58,2019
Damian Jones,ATL,55,15,40,887,358585,67.9,35.4,32.5,4.28,4.51,4.06,2019
DaQuan Jeffries,SAC,13,4,9,141,59845,11.3,6.1,5.2,4.41,4.8,4.03,2019
D.J. Wilson,MIL,37,29,8,363,144021,27.3,14.9,12.3,4.36,4.7,3.99,2019
D.J. Augustin,ORL,57,28,29,1420,551063,104.4,59.6,44.7,4.12,4.58,3.63,2019
D'Angelo Russell,MIN,45,11,34,1452,563744,106.8,57.5,49.3,4.13,4.59,3.7,2019
Cristiano Felicio,CHI,22,6,16,386,154481,29.3,15.3,13.9,4.25,4.38,4.08,2019
Courtney Lee,DAL,23,14,9,334,131008,24.8,13.2,11.6,4.18,4.26,4.09,2019
Cory Joseph,SAC,71,31,40,1742,719143,136.2,72.5,63.7,4.37,4.62,4.12,2019
Corey Brewer,SAC,5,2,3,33,13606,2.6,1.3,1.3,4.46,4.55,4.36,2019
Collin Sexton,CLE,65,19,46,2143,831006,157.4,88.8,68.6,4.13,4.48,3.75,2019
Cody Zeller,CHA,57,18,39,1320,537728,101.8,56.9,45,4.36,4.74,3.96,2019
Cody Martin,CHA,48,16,32,903,387916,73.5,39.3,34.1,4.56,4.85,4.25,2019
Coby White,CHI,65,22,43,1674,671359,127.2,67.9,59.3,4.27,4.55,3.99,2019
Clint Capela,ATL,39,22,17,1279,496019,93.9,49.5,44.4,4.15,4.57,3.76,2019
Christian Wood,DET,61,20,41,1311,513731,97.3,53.4,43.9,4.15,4.51,3.79,2019
Chris Silva,MIA,43,27,16,334,136901,25.9,13.9,12.1,4.31,4.51,4.13,2019
Chris Paul,OKC,70,44,26,2208,777910,147.3,82.6,64.8,3.73,4.17,3.28,2019
Chris Clemons,HOU,33,19,14,291,110510,20.9,10.9,10,4.22,4.56,3.9,2019
Chris Chiozza,BKN,28,14,14,401,161681,30.6,16.7,14,4.25,4.67,3.86,2019
Chris Boucher,TOR,62,45,17,819,317173,60.1,31.8,28.3,4.09,4.34,3.85,2019
Chimezie Metu,SAS,18,8,10,105,40600,7.7,4.2,3.5,4.28,4.67,3.89,2019
Cheick Diallo,PHX,47,20,27,479,186776,35.4,19.3,16.1,4.25,4.64,3.87,2019
Chasson Randle,GSW,3,2,1,40,17259,3.3,1.7,1.5,4.68,4.94,4.15,2019
Charlie Brown Jr.,ATL,10,1,9,40,14726,2.8,1.4,1.4,4.46,4.82,4.14,2019
Chandler Parsons,ATL,5,0,5,54,20951,4,2.2,1.8,4.08,4.58,3.61,2019
Chandler Hutchison,CHI,28,8,20,527,221312,41.9,22.7,19.2,4.45,4.82,4.08,2019
Cedi Osman,CLE,65,19,46,1910,744570,141,75.9,65.1,4.16,4.32,3.99,2019
Carsen Edwards,BOS,37,25,12,351,139793,26.5,14,12.5,4.36,4.54,4.18,2019
Carmelo Anthony,POR,57,27,30,1869,635890,120.4,63.6,56.8,3.64,3.77,3.49,2019
Caris LeVert,BKN,45,21,24,1330,504584,95.6,52.5,43.1,4.11,4.51,3.7,2019
Cameron Payne,PHX,8,8,0,183,76691,14.5,7.8,6.7,4.46,4.85,4.08,2019
Cameron Johnson,PHX,56,28,28,1223,510057,96.6,52.9,43.7,4.4,4.87,3.95,2019
Cam Reddish,ATL,58,17,41,1551,645417,122.2,63.2,59.1,4.38,4.59,4.19,2019
Caleb Swanigan,POR,26,11,15,278,113398,21.5,11.2,10.2,4.36,4.57,4.11,2019
Caleb Martin,CHA,18,6,12,317,134380,25.5,13.6,11.8,4.51,4.9,4.11,2019
CJ Miles,WAS,10,4,6,161,60717,11.5,6.1,5.4,3.94,4.34,3.58,2019
CJ McCollum,POR,69,33,36,2518,1014190,192.1,107.6,84.5,4.3,4.74,3.85,2019
Buddy Hield,SAC,71,31,40,2192,925830,175.3,94,81.3,4.46,4.79,4.14,2019
Bryn Forbes,SAS,62,26,36,1563,634819,120.2,67.3,52.9,4.35,4.82,3.86,2019
Bruno Fernando,ATL,56,18,38,713,288037,54.6,29.2,25.4,4.27,4.51,4.02,2019
Bruno Caboclo,HOU,30,11,19,244,100132,19,10.3,8.7,4.49,4.99,4.01,2019
Bruce Brown,DET,57,18,39,1612,650726,123.2,68.3,54.9,4.29,4.63,3.92,2019
Brook Lopez,MIL,67,52,15,1792,665497,126,67,59,3.98,4.42,3.57,2019
Brian Bowen II,IND,6,5,1,31,12839,2.4,1.3,1.2,4.35,4.53,4.52,2019
Brandon Knight,DET,25,4,21,462,181823,34.4,19.6,14.8,4.15,4.54,3.73,2019
Brandon Ingram,NOP,61,25,36,2062,821779,155.6,84.9,70.7,4.23,4.73,3.75,2019
Brandon Goodwin,ATL,34,13,21,430,179120,33.9,18.3,15.6,4.38,4.69,4.07,2019
Brandon Clarke,MEM,58,29,29,1300,541559,102.6,55.8,46.8,4.4,4.88,3.93,2019
Bradley Beal,WAS,57,20,37,2053,808383,153.1,84,69.1,4.18,4.62,3.74,2019
Brad Wanamaker,BOS,71,48,23,1369,520508,98.6,54.2,44.4,4.04,4.46,3.63,2019
Bol Bol,DEN,7,2,5,87,34392,6.5,3.5,3,4.14,4.53,3.76,2019
Bojan Bogdanovic,UTA,63,41,22,2083,803355,152.2,84.2,67.9,4.11,4.45,3.74,2019
Bogdan Bogdanovic,SAC,60,29,31,1736,708658,134.2,73.8,60.4,4.3,4.72,3.87,2019
Bobby Portis,NYK,66,21,45,1393,541139,102.5,55.4,47.1,4.12,4.43,3.81,2019
Boban Marjanovic,DAL,44,21,23,422,157786,29.9,16,13.9,3.98,4.13,3.83,2019
Blake Griffin,DET,17,8,9,483,167365,31.7,17.2,14.5,3.68,3.91,3.44,2019
Bismack Biyombo,CHA,52,18,34,1021,392118,74.3,39.6,34.6,4.17,4.41,3.92,2019
Ben Simmons,PHI,57,35,22,2017,761396,144.2,79.4,64.8,4.01,4.34,3.67,2019
Ben McLemore,HOU,71,44,27,1619,642079,121.6,61,60.6,4.28,4.45,4.11,2019
Bam Adebayo,MIA,71,44,27,2382,901675,170.8,90.9,79.9,4.02,4.21,3.82,2019
BJ Johnson,ORL,10,5,5,83,34857,6.6,3.6,3,4.42,4.95,3.92,2019
Avery Bradley,LAL,49,36,13,1186,485934,92,46.4,45.6,4.36,4.44,4.29,2019
Austin Rivers,HOU,68,43,25,1594,591528,112,55.6,56.4,3.94,4.03,3.85,2019
Aron Baynes,PHX,41,19,22,914,338725,64.2,33.9,30.3,3.95,4.18,3.71,2019
Anzejs Pasecniks,WAS,27,9,18,437,178373,33.8,18.2,15.6,4.33,4.79,3.89,2019
Antonius Cleveland,DAL,11,6,5,46,17434,3.3,1.8,1.5,4.15,4.35,3.93,2019
Anthony Tolliver,MEM,55,24,31,872,338682,64.1,35.6,28.5,4.12,4.47,3.75,2019
Anthony Davis,LAL,62,46,16,2131,746876,141.5,72.5,68.9,3.73,3.86,3.59,2019
Ante Zizic,CLE,22,4,18,221,84627,16,8.2,7.8,4.04,4.23,3.86,2019
Anfernee Simons,POR,70,32,38,1449,603719,114.3,62.2,52.2,4.4,4.68,4.12,2019
Andrew Wiggins,GSW,54,15,39,1859,714284,135.3,75,60.3,4.07,4.53,3.61,2019
Andre Roberson,OKC,7,3,4,87,36468,6.9,3.4,3.5,4.4,4.32,4.47,2019
Andre Iguodala,MIA,20,10,10,395,159312,30.2,15.7,14.5,4.21,4.46,3.97,2019
Andre Drummond,CLE,56,21,35,1844,668033,126.5,67.3,59.3,3.86,3.97,3.74,2019
Amir Coffey,LAC,18,11,7,159,62005,11.7,6.4,5.3,4.09,4.51,3.67,2019
Amile Jefferson,ORL,18,5,13,74,30799,5.8,3.3,2.5,4.45,4.86,4,2019
Allonzo Trier,NYK,24,2,22,291,115137,21.8,11.6,10.2,4.18,4.52,3.85,2019
Allen Crabbe,MIN,37,5,32,653,256258,48.5,25.9,22.6,4.13,4.38,3.88,2019
Alize Johnson,IND,17,10,7,118,46691,8.8,4.7,4.2,4.51,4.75,4.36,2019
Alfonzo McKinnie,CLE,40,11,29,593,241937,45.8,24.3,21.5,4.41,4.58,4.24,2019
Alex Len,SAC,54,18,36,956,375278,71.1,38.5,32.6,4.16,4.46,3.85,2019
Alex Caruso,LAL,64,48,16,1175,477587,90.5,47.4,43,4.29,4.55,4.03,2019
Alen Smailagic,GSW,14,1,13,139,57405,10.9,5.8,5.1,4.39,4.61,4.16,2019
Alec Burks,PHI,66,21,45,1754,672987,127.5,67.6,59.9,4.12,4.35,3.89,2019
Al-Farouq Aminu,ORL,18,7,11,380,157539,29.8,16.9,13,4.39,4.87,3.93,2019
Al Horford,PHI,67,39,28,2026,740032,140.2,77.2,63,3.95,4.24,3.65,2019
Admiral Schofield,WAS,33,9,24,368,143274,27.1,14.5,12.6,4.19,4.59,3.8,2019
Adam Mokoka,CHI,11,3,8,112,45912,8.7,4.5,4.2,4.24,4.44,4.06,2019
Abdel Nader,OKC,55,37,18,867,354453,67.1,35,32.1,4.32,4.55,4.09,2019
Aaron Holiday,IND,66,42,24,1617,637674,120.8,63.4,57.3,4.2,4.42,3.98,2019
Aaron Gordon,ORL,62,30,32,2017,794854,150.5,83.4,67.2,4.2,4.65,3.76,2019
Zion Williamson,NOP,61,29,32,2026,842088,159.5,86.2,73.3,4.42,4.87,4,2020
Zeke Nnaji,DEN,42,30,12,397,163977,31.1,16.8,14.3,4.36,4.61,4.1,2020
Zach LaVine,CHI,58,26,32,2034,830909,157.4,86.7,70.7,4.37,4.81,3.93,2020
Yuta Watanabe,TOR,50,24,26,723,320658,60.7,33.6,27.1,4.68,5.18,4.19,2020
Yogi Ferrell,LAC,10,4,6,137,47508,9,4.9,4.1,4.15,4.43,3.86,2020
Xavier Tillman,MEM,59,31,28,1085,441750,83.7,44.1,39.6,4.39,4.77,4.02,2020
Willy Hernangomez,NOP,47,20,27,846,335921,63.6,33.4,30.3,4.28,4.6,3.99,2020
Willie Cauley-Stein,DAL,53,29,24,906,357992,67.8,36.3,31.5,4.29,4.56,4.02,2020
Will Magnay,NOP,1,1,0,3,374,0.1,0,0,7.51,0,0,2020
Will Barton,DEN,56,37,19,1736,660207,125,67,58.1,4.11,4.34,3.89,2020
Wesley Matthews,LAL,58,33,25,1130,447581,84.8,45,39.8,4.21,4.45,3.96,2020
Wes Iwundu,NOP,41,17,24,539,228656,43.3,22.9,20.4,4.49,4.79,4.19,2020
Wenyen Gabriel,NOP,21,9,12,241,95289,18,9.4,8.7,4.23,4.7,3.86,2020
Wendell Carter Jr.,ORL,54,21,33,1375,530326,100.4,54.4,46.1,4.13,4.43,3.83,2020
Wayne Ellington,DET,46,13,33,1012,395458,74.9,43,31.9,4.28,4.7,3.82,2020
Vlatko Cancar,DEN,41,28,13,281,112623,21.3,11.8,9.6,4.21,4.45,3.99,2020
Vincent Poirier,PHI,10,8,2,39,16344,3.1,1.7,1.4,4.37,4.42,4.31,2020
Victor Oladipo,MIA,33,13,20,1080,419376,79.4,42.4,37,4.27,4.64,3.91,2020
Vernon Carey Jr.,CHA,19,9,10,115,43868,8.3,4.2,4.1,4.05,4.28,3.85,2020
Udonis Haslem,MIA,1,1,0,3,930,0.2,0.1,0.1,4.46,6.52,3.4,2020
Udoka Azubuike,UTA,15,13,2,57,20527,3.9,2.2,1.7,3.92,4.1,3.71,2020
Tyus Jones,MEM,70,36,34,1223,501283,94.9,51.6,43.4,4.43,4.86,4.02,2020
Tyrese Maxey,PHI,61,41,20,936,400583,75.9,42.1,33.8,4.55,4.93,4.16,2020
Tyrese Haliburton,SAC,58,25,33,1746,712163,134.9,73.8,61.1,4.31,4.73,3.9,2020
Tyrell Terry,DAL,11,2,9,56,22336,4.2,2.2,2.1,4.14,4.47,4.03,2020
Tyler Johnson,BKN,39,29,10,684,267793,50.7,27,23.7,4.17,4.47,3.87,2020
Tyler Herro,MIA,54,29,25,1635,694154,131.5,72.2,59.2,4.51,4.94,4.06,2020
Tyler Cook,DET,32,11,21,437,166585,31.6,17.3,14.3,4.25,4.6,3.89,2020
Tyler Bey,DAL,18,11,7,71,29971,5.7,3.1,2.6,4.4,4.55,4.24,2020
Ty-Shon Alexander,PHX,15,11,4,47,17435,3.3,1.7,1.6,4.02,4.34,3.73,2020
Ty Jerome,OKC,33,7,26,788,314854,59.6,33.8,25.9,4.25,4.87,3.66,2020
Troy Brown Jr.,CHI,34,10,24,523,211772,40.1,20.9,19.2,4.42,4.75,4.11,2020
Tristan Thompson,BOS,54,27,27,1287,494028,93.6,49,44.6,4.11,4.25,3.96,2020
Trey Lyles,SAS,23,10,13,358,139636,26.4,14.4,12.1,4.26,4.59,3.95,2020
Trey Burke,DAL,62,35,27,911,366380,69.4,36.2,33.2,4.3,4.43,4.15,2020
Trevor Ariza,MIA,30,17,13,841,321490,60.9,31.3,29.6,4.09,4.24,3.94,2020
Trent Forrest,UTA,30,22,8,302,124846,23.6,12.7,10.9,4.43,4.68,4.17,2020
Tremont Waters,BOS,26,13,13,238,95024,18,9.5,8.5,4.21,4.59,3.85,2020
Tre Jones,SAS,37,15,22,269,109011,20.6,11,9.6,4.44,4.71,4.17,2020
Trae Young,ATL,63,36,27,2125,819816,155.3,88.3,67,4.12,4.66,3.58,2020
Torrey Craig,PHX,50,33,17,803,332144,62.9,33.2,29.7,4.41,4.65,4.17,2020
Tony Snell,ATL,47,29,18,992,371448,70.4,37.3,33.1,3.99,4.17,3.81,2020
Tony Bradley,OKC,42,15,27,684,262369,49.7,26.5,23.2,4.17,4.45,3.89,2020
Tomas Satoransky,CHI,58,25,33,1307,553153,104.8,57.5,47.3,4.54,4.97,4.1,2020
Tobias Harris,PHI,62,44,18,2014,765115,144.9,79,65.9,4.07,4.39,3.74,2020
Timothe Luwawu-Cabarrot,BKN,58,38,20,1050,437887,82.9,44.7,38.2,4.45,4.9,4.02,2020
Tim Hardaway Jr.,DAL,70,42,28,1985,750087,142.1,77.6,64.5,4.08,4.39,3.75,2020
Tim Frazier,MEM,5,5,0,62,25251,4.8,2.6,2.2,4.33,4.7,3.95,2020
Thon Maker,CLE,8,3,5,76,32097,6.1,3.2,2.9,4.47,4.56,4.37,2020
Thomas Bryant,WAS,10,2,8,271,105965,20.1,10.5,9.6,4.17,4.55,3.82,2020
Theo Pinson,NYK,17,9,8,34,12851,2.4,1.2,1.2,3.8,4.12,3.54,2020
Theo Maledon,OKC,65,20,45,1778,724987,137.3,77.2,60.1,4.39,4.88,3.89,2020
Thanasis Antetokounmpo,MIL,57,37,20,551,230170,43.6,22.8,20.8,4.39,4.67,4.11,2020
Thaddeus Young,CHI,68,30,38,1652,641584,121.5,65.7,55.8,4.13,4.41,3.84,2020
Terry Rozier,CHA,69,32,37,2383,966233,183,96.9,86.1,4.35,4.64,4.06,2020
Terrence Ross,ORL,46,16,30,1347,543415,102.9,57.6,45.3,4.28,4.69,3.85,2020
Terrance Ferguson,PHI,13,10,3,49,19614,3.7,2,1.7,4.14,4.25,4.02,2020
Terence Davis,SAC,61,26,35,1074,442402,83.8,44.5,39.2,4.33,4.68,3.99,2020
Terance Mann,LAC,67,45,22,1263,516770,97.9,50.9,46.9,4.38,4.51,4.23,2020
Taurean Prince,CLE,41,15,26,905,340985,64.6,34.3,30.3,4.01,4.27,3.75,2020
Talen Horton-Tucker,LAL,65,39,26,1304,522807,99,53.5,45.5,4.24,4.58,3.91,2020
Taj Gibson,NYK,45,29,16,936,362460,68.6,36.3,32.4,4.12,4.29,3.96,2020
Tacko Fall,BOS,19,13,6,136,50833,9.6,5,4.6,3.92,4.01,3.82,2020
T.J. Warren,IND,4,3,1,117,48356,9.2,4.7,4.5,4.39,4.62,4.18,2020
T.J. McConnell,IND,69,33,36,1796,789946,149.6,77.5,72.1,4.65,5.01,4.32,2020
T.J. Leaf,POR,7,6,1,35,15019,2.8,1.5,1.3,4.38,4.51,4.25,2020
Svi Mykhailiuk,OKC,66,13,53,1324,553953,104.9,58.3,46.6,4.45,4.92,3.98,2020
Steven Adams,NOP,58,26,32,1605,612521,116,61.1,54.9,4.11,4.31,3.9,2020
Sterling Brown,HOU,51,14,37,1229,482849,91.4,46.6,44.8,4.28,4.39,4.16,2020
Stephen Curry,GSW,63,37,26,2151,862277,163.3,90.5,72.8,4.3,5.03,3.65,2020
Stanley Johnson,TOR,61,25,36,1006,413185,78.3,41,37.3,4.34,4.66,4.03,2020
Spencer Dinwiddie,BKN,3,2,1,64,25145,4.8,2.4,2.4,4.25,4.74,3.86,2020
Solomon Hill,ATL,71,41,30,1513,582897,110.4,58.9,51.5,4.1,4.29,3.91,2020
Skylar Mays,ATL,33,19,14,269,104659,19.8,10.9,8.9,4.1,4.23,3.96,2020
Sindarius Thornwell,ORL,21,7,14,217,81267,15.4,8,7.4,4.31,4.47,4.16,2020
Shaquille Harrison,DEN,34,27,7,332,138208,26.2,14.2,12,4.42,4.67,4.15,2020
Shake Milton,PHI,63,46,17,1461,586152,111,62.2,48.8,4.25,4.67,3.82,2020
Shai Gilgeous-Alexander,OKC,35,16,19,1180,450470,85.3,48,37.3,4.08,4.52,3.62,2020
Seth Curry,PHI,57,39,18,1638,623184,118,64.4,53.6,4.08,4.39,3.76,2020
Serge Ibaka,LAC,41,24,17,955,342611,64.9,35,29.8,3.93,4.11,3.72,2020
Semi Ojeleye,BOS,56,28,28,950,381004,72.2,40,32.2,4.33,4.73,3.92,2020
Sekou Doumbouya,DET,56,15,41,869,348831,66.1,36,30.1,4.28,4.62,3.94,2020
Sean McDermott,MEM,18,10,8,158,64563,12.2,6.7,5.5,4.37,4.55,4.17,2020
Sam Merrill,MIL,30,18,12,233,94893,18,9.8,8.2,4.28,4.86,3.74,2020
Saddiq Bey,DET,70,19,51,1909,731013,138.4,75.1,63.3,4.11,4.34,3.86,2020
Saben Lee,DET,48,14,34,781,332348,62.9,33.5,29.5,4.52,4.72,4.32,2020
Ryan Arcidiacono,CHI,44,20,24,450,192623,36.5,19.7,16.7,4.55,4.91,4.17,2020
Russell Westbrook,WAS,65,30,35,2369,881515,167,90.6,76.3,4.02,4.59,3.5,2020
Rui Hachimura,WAS,57,29,28,1797,717263,135.8,71.6,64.2,4.33,4.71,3.97,2020
Rudy Gobert,UTA,71,52,19,2187,831952,157.6,83.5,74.1,4.07,4.37,3.78,2020
Rudy Gay,SAS,63,29,34,1358,511067,96.8,51.9,44.9,4.08,4.37,3.78,2020
Royce O'Neale,UTA,71,51,20,2240,898779,170.2,92.6,77.6,4.3,4.69,3.92,2020
Rondae Hollis-Jefferson,POR,11,6,5,107,45766,8.7,4.6,4,4.53,4.71,4.24,2020
Romeo Langford,BOS,18,9,9,283,113845,21.6,11.3,10.3,4.28,4.47,4.09,2020
Rodney McGruder,DET,16,3,13,194,82718,15.7,8.5,7.1,4.52,4.92,4.07,2020
Rodney Hood,TOR,55,29,26,943,364158,69,38.3,30.7,4.19,4.51,3.84,2020
Rodions Kurucs,MIL,21,10,11,125,52534,9.9,5.4,4.5,4.39,4.89,3.91,2020
Robin Lopez,WAS,71,34,37,1354,504920,95.6,49.6,46,4.05,4.26,3.84,2020
Robert Woodard II,SAC,13,3,10,45,18508,3.5,1.9,1.6,4.3,4.96,3.72,2020
Robert Williams III,BOS,52,29,23,985,377137,71.4,37.4,34,4.07,4.28,3.86,2020
Robert Franks,ORL,7,0,7,101,42319,8,4.4,3.6,4.44,4.75,4.11,2020
Robert Covington,POR,70,42,28,2243,802345,152,82.5,69.4,3.9,4.14,3.64,2020
Ricky Rubio,MIN,68,23,45,1772,717479,135.9,77,58.9,4.29,4.86,3.73,2020
Richaun Holmes,SAC,61,29,32,1781,650964,123.3,64.5,58.8,3.96,4.18,3.75,2020
Reggie Perry,BKN,26,18,8,211,83074,15.7,8.3,7.4,4.17,4.52,3.83,2020
Reggie Jackson,LAC,67,43,24,1544,591003,111.9,61,50.9,4.09,4.39,3.78,2020
Reggie Bullock,NYK,65,38,27,1949,760491,144,77.7,66.3,4.18,4.4,3.95,2020
Rayjon Tucker,PHI,14,8,6,68,27579,5.2,2.7,2.5,4.19,4.37,4.01,2020
Ray Spalding,HOU,2,0,2,19,8783,1.7,0.8,0.8,5.12,5.08,4.58,2020
Raul Neto,WAS,64,30,34,1403,561688,106.4,56.3,50,4.34,4.7,3.99,2020
Rajon Rondo,LAC,45,28,17,769,281889,53.4,29.1,24.3,3.88,4.15,3.61,2020
RJ Barrett,NYK,72,41,31,2511,1015582,192.3,104.3,88.1,4.34,4.6,4.07,2020
R.J. Hampton,ORL,51,20,31,888,370184,70.1,38.1,32,4.41,4.71,4.11,2020
Quinndary Weatherspoon,SAS,20,8,12,121,50382,9.5,5,4.5,4.33,4.7,3.98,2020
Quinn Cook,CLE,23,13,10,157,57190,10.8,5.6,5.2,4.3,4.48,4.11,2020
Precious Achiuwa,MIA,61,31,30,737,302463,57.3,30.3,27,4.38,4.62,4.13,2020
Payton Pritchard,BOS,66,33,33,1268,512080,97,52,45,4.29,4.55,4.03,2020
Paul Watson,TOR,27,13,14,297,129338,24.5,13,11.5,4.58,4.95,4.22,2020
Paul Reed,PHI,26,17,9,177,74884,14.2,7.8,6.4,4.42,4.85,3.98,2020
Paul Millsap,DEN,56,38,18,1162,433279,82.1,44,38.1,4.04,4.28,3.79,2020
Paul George,LAC,54,38,16,1821,699730,132.5,73.2,59.3,4.11,4.51,3.7,2020
Patty Mills,SAS,68,31,37,1685,678657,128.5,69.4,59.2,4.33,4.67,4,2020
Patrick Williams,CHI,71,30,41,1983,799409,151.4,80.2,71.2,4.33,4.53,4.12,2020
Patrick Patterson,LAC,38,26,12,582,216449,41,22.6,18.4,4.13,4.41,3.82,2020
Patrick McCaw,TOR,5,2,3,33,14061,2.7,1.4,1.2,4.43,4.67,3.89,2020
Patrick Beverley,LAC,37,25,12,832,320512,60.7,32.7,28.1,4.19,4.42,3.97,2020
Pat Connaughton,MIL,69,44,25,1575,650083,123.1,65.6,57.5,4.37,4.81,3.96,2020
Pascal Siakam,TOR,56,21,35,2006,788058,149.3,81.7,67.6,4.17,4.63,3.73,2020
PJ Dozier,DEN,50,36,14,1088,426794,80.8,44.5,36.3,4.2,4.54,3.84,2020
P.J. Washington,CHA,64,31,33,1954,747997,141.7,76.1,65.6,4.11,4.43,3.8,2020
P.J. Tucker,MIL,52,27,25,1356,508156,96.2,49,47.2,4.08,4.19,3.97,2020
Otto Porter Jr.,ORL,28,12,16,607,251617,47.7,26.1,21.6,4.39,4.79,3.98,2020
Oshae Brissett,IND,21,10,11,519,211657,40.1,20.9,19.2,4.35,4.82,3.94,2020
Onyeka Okongwu,ATL,50,31,19,601,243723,46.2,24.7,21.4,4.29,4.43,4.13,2020
Obi Toppin,NYK,62,36,26,683,281147,53.2,28.7,24.5,4.43,4.77,4.1,2020
OG Anunoby,TOR,43,18,25,1433,555783,105.3,54.2,51,4.12,4.3,3.93,2020
Norvel Pelle,NYK,13,8,5,83,31854,6,3.2,2.9,4.01,4.28,3.87,2020
Norman Powell,POR,69,32,37,2205,881447,166.9,90.5,76.4,4.25,4.66,3.85,2020
Noah Vonleh,BKN,4,3,1,11,4340,0.8,0.5,0.3,4.02,4.77,3.19,2020
Nikola Vucevic,CHI,70,26,44,2348,836292,158.4,85.3,73.1,3.83,4.05,3.61,2020
Nikola Jokic,DEN,72,47,25,2488,896136,169.7,92.8,76.9,3.88,4.17,3.58,2020
Nicolo Melli,DAL,45,26,19,566,231993,43.9,24.7,19.3,4.37,4.7,4.03,2020
Nicolas Claxton,BKN,32,23,9,594,237313,44.9,22.8,22.1,4.24,4.49,4.01,2020
Nicolas Batum,LAC,67,44,23,1835,709029,134.3,70.7,63.6,4.11,4.23,3.98,2020
Nico Mannion,GSW,30,17,13,364,149818,28.4,15.1,13.3,4.5,4.81,4.2,2020
Nickeil Alexander-Walker,NOP,46,20,26,1007,429985,81.4,45,36.5,4.55,5.14,4,2020
Nick Richards,CHA,18,9,9,63,26596,5,2.6,2.4,4.41,4.56,4.24,2020
Nerlens Noel,NYK,64,35,29,1547,625072,118.4,64.6,53.8,4.31,4.61,4.01,2020
Nemanja Bjelica,MIA,37,16,21,595,223587,42.3,22.7,19.7,4.16,4.47,3.86,2020
Naz Reid,MIN,70,22,48,1347,529470,100.3,53.4,46.9,4.19,4.52,3.87,2020
Nathan Knight,ATL,33,21,12,279,110326,20.9,11.3,9.6,4.18,4.42,3.93,2020
Nate Hinton,DAL,21,11,10,93,39170,7.4,4.2,3.2,4.35,4.71,3.95,2020
Nate Darling,CHA,7,3,4,26,10623,2,1.1,0.9,4.19,4.36,4,2020
